payment_date,payment_method,payment_status,payment_count,payment_amount,refund_amount,net_payment_amount
2025-10-20,Upi,FAILED,1,108644.14,0.00,108644.14
2025-10-20,Upi,PENDING,1,450109.77,0.00,450109.77
2025-10-20,Upi,SUCCESS,10,2504638.44,0.00,2504638.44
2025-10-20,Wallet,FAILED,2,543951.81,0.00,543951.81
2025-10-20,Wallet,REFUNDED,3,477276.98,477276.98,0.00
2025-10-20,Wallet,SUCCESS,5,2169685.50,0.00,2169685.50
2025-10-21,Credit Card,FAILED,1,657046.75,0.00,657046.75
2025-10-21,Credit Card,PENDING,2,361638.09,0.00,361638.09
2025-10-21,Credit Card,REFUNDED,1,537264.24,537264.24,0.00
2025-10-21,Credit Card,SUCCESS,9,1731383.99,0.00,1731383.99
2025-10-21,Debit Card,FAILED,1,213169.01,0.00,213169.01
2025-10-21,Debit Card,REFUNDED,2,353147.97,353147.97,0.00
2025-10-21,Debit Card,SUCCESS,9,2430153.84,0.00,2430153.84
2025-10-21,Net Banking,FAILED,1,466753.12,0.00,466753.12
2025-10-21,Net Banking,REFUNDED,4,1302448.58,1302448.58,0.00
2025-10-21,Net Banking,SUCCESS,13,4887688.36,0.00,4887688.36
2025-10-21,Upi,REFUNDED,3,1276909.19,1276909.19,0.00
2025-10-21,Upi,SUCCESS,5,1688038.04,0.00,1688038.04
2025-10-21,Wallet,FAILED,1,504346.72,0.00,504346.72
2025-10-21,Wallet,REFUNDED,2,171341.32,171341.32,0.00
2025-10-21,Wallet,SUCCESS,10,3046639.87,0.00,3046639.87
2025-10-22,Credit Card,FAILED,1,167617.73,0.00,167617.73
2025-10-22,Credit Card,REFUNDED,3,626217.02,626217.02,0.00
2025-10-22,Credit Card,SUCCESS,11,2516183.53,0.00,2516183.53
2025-10-22,Debit Card,FAILED,1,268332.98,0.00,268332.98
2025-10-22,Debit Card,PENDING,1,235708.17,0.00,235708.17
2025-10-22,Debit Card,REFUNDED,4,739383.98,739383.98,0.00
2025-10-22,Debit Card,SUCCESS,6,1537562.96,0.00,1537562.96
2025-10-22,Net Banking,FAILED,1,128254.35,0.00,128254.35
2025-10-22,Net Banking,REFUNDED,1,363443.92,363443.92,0.00
2025-10-22,Net Banking,SUCCESS,5,1061716.24,0.00,1061716.24
2025-10-22,Upi,REFUNDED,1,398421.61,398421.61,0.00
2025-10-22,Upi,SUCCESS,6,2377014.97,0.00,2377014.97
2025-10-22,Wallet,FAILED,2,549129.42,0.00,549129.42
2025-10-22,Wallet,REFUNDED,3,520440.83,520440.83,0.00
2025-10-22,Wallet,SUCCESS,4,1387881.58,0.00,1387881.58
2025-10-23,Credit Card,FAILED,1,572866.00,0.00,572866.00
2025-10-23,Credit Card,REFUNDED,3,1474411.94,1474411.94,0.00
2025-10-23,Credit Card,SUCCESS,7,1555916.06,0.00,1555916.06
2025-10-23,Debit Card,PENDING,1,198804.06,0.00,198804.06
2025-10-23,Debit Card,SUCCESS,8,1931177.21,0.00,1931177.21
2025-10-23,Net Banking,PENDING,1,301159.59,0.00,301159.59
2025-10-23,Net Banking,REFUNDED,1,260382.95,260382.95,0.00
2025-10-23,Net Banking,SUCCESS,7,2139043.63,0.00,2139043.63
2025-10-23,Upi,PENDING,1,292933.66,0.00,292933.66
2025-10-23,Upi,REFUNDED,3,981013.05,981013.05,0.00
2025-10-23,Upi,SUCCESS,7,2129792.30,0.00,2129792.30
2025-10-23,Wallet,FAILED,1,258284.87,0.00,258284.87
2025-10-23,Wallet,REFUNDED,3,883857.70,883857.70,0.00
2025-10-23,Wallet,SUCCESS,11,2766100.52,0.00,2766100.52
2025-10-24,Credit Card,FAILED,1,219290.07,0.00,219290.07
2025-10-24,Credit Card,PENDING,1,386360.15,0.00,386360.15
2025-10-24,Credit Card,REFUNDED,3,1380051.93,1380051.93,0.00
2025-10-24,Credit Card,SUCCESS,9,3018444.45,0.00,3018444.45
2025-10-24,Debit Card,FAILED,2,665431.79,0.00,665431.79
2025-10-24,Debit Card,SUCCESS,4,1414140.81,0.00,1414140.81
2025-10-24,Net Banking,FAILED,2,395613.64,0.00,395613.64
2025-10-24,Net Banking,PENDING,2,273953.93,0.00,273953.93
2025-10-24,Net Banking,REFUNDED,5,352733.84,352733.84,0.00
2025-10-24,Net Banking,SUCCESS,6,1726626.20,0.00,1726626.20
2025-10-24,Upi,FAILED,2,627990.01,0.00,627990.01
2025-10-24,Upi,PENDING,1,322745.22,0.00,322745.22
2025-10-24,Upi,REFUNDED,2,258226.34,258226.34,0.00
2025-10-24,Upi,SUCCESS,9,1991856.19,0.00,1991856.19
2025-10-24,Wallet,FAILED,2,530593.45,0.00,530593.45
2025-10-24,Wallet,PENDING,1,157532.31,0.00,157532.31
2025-10-24,Wallet,SUCCESS,6,1636715.47,0.00,1636715.47
2025-10-25,Credit Card,FAILED,1,156755.16,0.00,156755.16
2025-10-25,Credit Card,PENDING,1,340622.42,0.00,340622.42
2025-10-25,Credit Card,REFUNDED,1,56674.60,56674.60,0.00
2025-10-25,Credit Card,SUCCESS,9,1130151.95,0.00,1130151.95
2025-10-25,Debit Card,PENDING,1,332839.47,0.00,332839.47
2025-10-25,Debit Card,SUCCESS,4,1088794.13,0.00,1088794.13
2025-10-25,Net Banking,FAILED,1,278022.61,0.00,278022.61
2025-10-25,Net Banking,REFUNDED,1,513676.23,513676.23,0.00
2025-10-25,Net Banking,SUCCESS,6,1119216.86,0.00,1119216.86
2025-10-25,Upi,FAILED,1,153028.44,0.00,153028.44
2025-10-25,Upi,PENDING,1,371347.87,0.00,371347.87
2025-10-25,Upi,REFUNDED,1,272020.08,272020.08,0.00
2025-10-25,Upi,SUCCESS,5,1149969.80,0.00,1149969.80
2025-10-25,Wallet,FAILED,1,82457.58,0.00,82457.58
2025-10-25,Wallet,SUCCESS,6,1748835.49,0.00,1748835.49
2025-10-26,Credit Card,FAILED,2,631330.77,0.00,631330.77
2025-10-26,Credit Card,SUCCESS,7,821691.61,0.00,821691.61
2025-10-26,Debit Card,REFUNDED,2,309833.51,309833.51,0.00
2025-10-26,Debit Card,SUCCESS,10,2715772.89,0.00,2715772.89
2025-10-26,Net Banking,FAILED,2,397252.03,0.00,397252.03
2025-10-26,Net Banking,PENDING,4,823609.56,0.00,823609.56
2025-10-26,Net Banking,SUCCESS,11,2869633.29,0.00,2869633.29
2025-10-26,Upi,FAILED,1,381653.70,0.00,381653.70
2025-10-26,Upi,PENDING,3,519006.04,0.00,519006.04
2025-10-26,Upi,REFUNDED,2,822415.86,822415.86,0.00
2025-10-26,Upi,SUCCESS,9,1849314.90,0.00,1849314.90
2025-10-26,Wallet,FAILED,1,368795.60,0.00,368795.60
2025-10-26,Wallet,SUCCESS,3,686179.11,0.00,686179.11
2025-10-27,Credit Card,FAILED,3,261085.13,0.00,261085.13
2025-10-27,Credit Card,PENDING,1,4268.42,0.00,4268.42
2025-10-27,Credit Card,SUCCESS,3,535375.66,0.00,535375.66
2025-10-27,Debit Card,FAILED,1,507352.24,0.00,507352.24
2025-10-27,Debit Card,REFUNDED,2,407045.50,407045.50,0.00
2025-10-27,Debit Card,SUCCESS,4,1331316.83,0.00,1331316.83
2025-10-27,Net Banking,PENDING,1,219842.03,0.00,219842.03
2025-10-27,Net Banking,REFUNDED,1,439528.83,439528.83,0.00
2025-10-27,Net Banking,SUCCESS,5,1578409.44,0.00,1578409.44
2025-10-27,Upi,FAILED,2,755007.89,0.00,755007.89
2025-10-27,Upi,SUCCESS,10,3412201.90,0.00,3412201.90
2025-10-27,Wallet,FAILED,1,31954.81,0.00,31954.81
2025-10-27,Wallet,REFUNDED,2,474615.75,474615.75,0.00
2025-10-27,Wallet,SUCCESS,4,774961.88,0.00,774961.88
2025-10-28,Credit Card,PENDING,2,437142.75,0.00,437142.75
2025-10-28,Credit Card,REFUNDED,4,1110769.51,1110769.51,0.00
2025-10-28,Credit Card,SUCCESS,9,1980803.44,0.00,1980803.44
2025-10-28,Debit Card,FAILED,1,507882.24,0.00,507882.24
2025-10-28,Debit Card,PENDING,1,431753.98,0.00,431753.98
2025-10-28,Debit Card,REFUNDED,1,340432.84,340432.84,0.00
2025-10-28,Debit Card,SUCCESS,9,3464504.78,0.00,3464504.78
2025-10-28,Net Banking,FAILED,1,53510.86,0.00,53510.86
2025-10-28,Net Banking,PENDING,1,444947.97,0.00,444947.97
2025-10-28,Net Banking,REFUNDED,1,322794.88,322794.88,0.00
2025-10-28,Net Banking,SUCCESS,12,2558417.22,0.00,2558417.22
2025-10-28,Upi,SUCCESS,7,1830187.20,0.00,1830187.20
2025-10-28,Wallet,FAILED,1,12537.02,0.00,12537.02
2025-10-28,Wallet,REFUNDED,1,435031.97,435031.97,0.00
2025-10-28,Wallet,SUCCESS,2,506520.14,0.00,506520.14
2025-10-29,Credit Card,FAILED,1,23291.44,0.00,23291.44
2025-10-29,Credit Card,PENDING,1,274661.64,0.00,274661.64
2025-10-29,Credit Card,REFUNDED,1,54887.18,54887.18,0.00
2025-10-29,Credit Card,SUCCESS,10,2690897.72,0.00,2690897.72
2025-10-29,Debit Card,FAILED,3,1054197.43,0.00,1054197.43
2025-10-29,Debit Card,REFUNDED,2,155943.63,155943.63,0.00
2025-10-29,Debit Card,SUCCESS,4,1535559.39,0.00,1535559.39
2025-10-29,Net Banking,FAILED,1,198094.55,0.00,198094.55
2025-10-29,Net Banking,PENDING,1,186339.80,0.00,186339.80
2025-10-29,Net Banking,REFUNDED,1,647821.90,647821.90,0.00
2025-10-29,Net Banking,SUCCESS,7,1661282.38,0.00,1661282.38
2025-10-29,Upi,REFUNDED,1,281363.15,281363.15,0.00
2025-10-29,Upi,SUCCESS,6,1441624.29,0.00,1441624.29
2025-10-29,Wallet,REFUNDED,1,219698.40,219698.40,0.00
2025-10-29,Wallet,SUCCESS,5,1249677.49,0.00,1249677.49
2025-10-30,Credit Card,FAILED,4,489189.55,0.00,489189.55
2025-10-30,Credit Card,REFUNDED,1,220913.93,220913.93,0.00
2025-10-30,Credit Card,SUCCESS,9,2399884.29,0.00,2399884.29
2025-10-30,Debit Card,FAILED,2,697721.74,0.00,697721.74
2025-10-30,Debit Card,REFUNDED,2,356885.88,356885.88,0.00
2025-10-30,Debit Card,SUCCESS,6,2022278.44,0.00,2022278.44
2025-10-30,Net Banking,REFUNDED,1,75733.97,75733.97,0.00
2025-10-30,Net Banking,SUCCESS,5,997532.52,0.00,997532.52
2025-10-30,Upi,SUCCESS,4,960151.89,0.00,960151.89
2025-10-30,Wallet,FAILED,2,955689.80,0.00,955689.80
2025-10-30,Wallet,REFUNDED,2,387219.44,387219.44,0.00
2025-10-30,Wallet,SUCCESS,8,2018619.29,0.00,2018619.29
2025-10-31,Credit Card,FAILED,3,1092649.44,0.00,1092649.44
2025-10-31,Credit Card,SUCCESS,7,1588030.63,0.00,1588030.63
2025-10-31,Debit Card,FAILED,1,32910.23,0.00,32910.23
2025-10-31,Debit Card,REFUNDED,1,534224.27,534224.27,0.00
2025-10-31,Debit Card,SUCCESS,9,2798286.60,0.00,2798286.60
2025-10-31,Net Banking,FAILED,2,590879.21,0.00,590879.21
2025-10-31,Net Banking,REFUNDED,1,323240.23,323240.23,0.00
2025-10-31,Net Banking,SUCCESS,5,853557.27,0.00,853557.27
2025-10-31,Upi,FAILED,1,262152.89,0.00,262152.89
2025-10-31,Upi,REFUNDED,3,334117.75,334117.75,0.00
2025-10-31,Upi,SUCCESS,11,2440865.80,0.00,2440865.80
2025-10-31,Wallet,FAILED,3,606655.84,0.00,606655.84
2025-10-31,Wallet,REFUNDED,1,148043.40,148043.40,0.00
2025-10-31,Wallet,SUCCESS,10,3103481.35,0.00,3103481.35
2025-11-01,Credit Card,FAILED,1,176061.34,0.00,176061.34
2025-11-01,Credit Card,REFUNDED,2,319331.80,319331.80,0.00
2025-11-01,Credit Card,SUCCESS,8,1915380.77,0.00,1915380.77
2025-11-01,Debit Card,FAILED,1,342473.20,0.00,342473.20
2025-11-01,Debit Card,REFUNDED,1,531088.67,531088.67,0.00
2025-11-01,Debit Card,SUCCESS,8,2158866.06,0.00,2158866.06
2025-11-01,Net Banking,SUCCESS,10,3165275.26,0.00,3165275.26
2025-11-01,Upi,FAILED,1,233061.72,0.00,233061.72
2025-11-01,Upi,SUCCESS,5,1591563.09,0.00,1591563.09
2025-11-01,Wallet,PENDING,1,299894.52,0.00,299894.52
2025-11-01,Wallet,SUCCESS,10,3324902.20,0.00,3324902.20
2025-11-02,Credit Card,FAILED,1,207947.64,0.00,207947.64
2025-11-02,Credit Card,SUCCESS,9,2146783.83,0.00,2146783.83
2025-11-02,Debit Card,FAILED,2,355401.52,0.00,355401.52
2025-11-02,Debit Card,PENDING,1,142545.09,0.00,142545.09
2025-11-02,Debit Card,REFUNDED,1,529693.71,529693.71,0.00
2025-11-02,Debit Card,SUCCESS,6,2107693.83,0.00,2107693.83
2025-11-02,Net Banking,FAILED,2,893174.35,0.00,893174.35
2025-11-02,Net Banking,PENDING,1,55959.98,0.00,55959.98
2025-11-02,Net Banking,REFUNDED,4,915974.50,915974.50,0.00
2025-11-02,Net Banking,SUCCESS,9,2311368.94,0.00,2311368.94
2025-11-02,Upi,FAILED,2,788574.50,0.00,788574.50
2025-11-02,Upi,REFUNDED,1,466165.16,466165.16,0.00
2025-11-02,Upi,SUCCESS,11,2568641.86,0.00,2568641.86
2025-11-02,Wallet,PENDING,1,312159.17,0.00,312159.17
2025-11-02,Wallet,SUCCESS,6,1392474.30,0.00,1392474.30
2025-11-03,Credit Card,FAILED,2,330348.27,0.00,330348.27
2025-11-03,Credit Card,PENDING,1,165109.82,0.00,165109.82
2025-11-03,Credit Card,REFUNDED,2,659063.57,659063.57,0.00
2025-11-03,Credit Card,SUCCESS,6,1439069.01,0.00,1439069.01
2025-11-03,Debit Card,FAILED,2,321199.19,0.00,321199.19
2025-11-03,Debit Card,PENDING,1,383208.76,0.00,383208.76
2025-11-03,Debit Card,REFUNDED,1,333019.97,333019.97,0.00
2025-11-03,Debit Card,SUCCESS,5,1427594.57,0.00,1427594.57
2025-11-03,Net Banking,FAILED,4,946424.12,0.00,946424.12
2025-11-03,Net Banking,SUCCESS,7,1580884.09,0.00,1580884.09
2025-11-03,Upi,PENDING,1,280101.63,0.00,280101.63
2025-11-03,Upi,SUCCESS,10,3013714.04,0.00,3013714.04
2025-11-03,Wallet,PENDING,1,365459.19,0.00,365459.19
2025-11-03,Wallet,REFUNDED,2,711889.52,711889.52,0.00
2025-11-03,Wallet,SUCCESS,8,1338888.30,0.00,1338888.30
2025-11-04,Credit Card,PENDING,3,750193.29,0.00,750193.29
2025-11-04,Credit Card,SUCCESS,9,1930713.43,0.00,1930713.43
2025-11-04,Debit Card,FAILED,1,140508.66,0.00,140508.66
2025-11-04,Debit Card,PENDING,1,226094.95,0.00,226094.95
2025-11-04,Debit Card,SUCCESS,7,1974853.50,0.00,1974853.50
2025-11-04,Net Banking,FAILED,3,755967.57,0.00,755967.57
2025-11-04,Net Banking,REFUNDED,2,290369.43,290369.43,0.00
2025-11-04,Net Banking,SUCCESS,13,3386535.37,0.00,3386535.37
2025-11-04,Upi,FAILED,2,663455.17,0.00,663455.17
2025-11-04,Upi,PENDING,1,332107.28,0.00,332107.28
2025-11-04,Upi,SUCCESS,11,2933384.18,0.00,2933384.18
2025-11-04,Wallet,FAILED,1,247662.74,0.00,247662.74
2025-11-04,Wallet,REFUNDED,1,94316.04,94316.04,0.00
2025-11-04,Wallet,SUCCESS,9,1949087.72,0.00,1949087.72
2025-11-05,Credit Card,FAILED,1,391093.06,0.00,391093.06
2025-11-05,Credit Card,PENDING,1,228923.49,0.00,228923.49
2025-11-05,Credit Card,REFUNDED,2,352161.00,352161.00,0.00
2025-11-05,Credit Card,SUCCESS,6,998678.38,0.00,998678.38
2025-11-05,Debit Card,FAILED,2,624273.92,0.00,624273.92
2025-11-05,Debit Card,PENDING,1,41429.50,0.00,41429.50
2025-11-05,Debit Card,REFUNDED,2,787677.75,787677.75,0.00
2025-11-05,Debit Card,SUCCESS,9,2984843.91,0.00,2984843.91
2025-11-05,Net Banking,SUCCESS,4,1333087.53,0.00,1333087.53
2025-11-05,Upi,REFUNDED,3,1123112.27,1123112.27,0.00
2025-11-05,Upi,SUCCESS,12,2692179.15,0.00,2692179.15
2025-11-05,Wallet,REFUNDED,2,819074.98,819074.98,0.00
2025-11-05,Wallet,SUCCESS,7,1758693.55,0.00,1758693.55
2025-11-06,Credit Card,FAILED,1,368868.73,0.00,368868.73
2025-11-06,Credit Card,PENDING,2,588718.62,0.00,588718.62
2025-11-06,Credit Card,SUCCESS,11,2532915.74,0.00,2532915.74
2025-11-06,Debit Card,FAILED,2,621556.84,0.00,621556.84
2025-11-06,Debit Card,REFUNDED,1,161169.23,161169.23,0.00
2025-11-06,Debit Card,SUCCESS,9,2817677.10,0.00,2817677.10
2025-11-06,Net Banking,FAILED,1,331769.66,0.00,331769.66
2025-11-06,Net Banking,PENDING,1,294449.55,0.00,294449.55
2025-11-06,Net Banking,REFUNDED,1,101540.93,101540.93,0.00
2025-11-06,Net Banking,SUCCESS,5,1337124.94,0.00,1337124.94
2025-11-06,Upi,PENDING,1,249322.27,0.00,249322.27
2025-11-06,Upi,REFUNDED,3,1365808.77,1365808.77,0.00
2025-11-06,Upi,SUCCESS,9,1943523.52,0.00,1943523.52
2025-11-06,Wallet,FAILED,1,438026.93,0.00,438026.93
2025-11-06,Wallet,REFUNDED,1,96361.11,96361.11,0.00
2025-11-06,Wallet,SUCCESS,6,1727438.13,0.00,1727438.13
2025-11-07,Credit Card,FAILED,1,277101.03,0.00,277101.03
2025-11-07,Credit Card,PENDING,1,122888.48,0.00,122888.48
2025-11-07,Credit Card,REFUNDED,2,364181.19,364181.19,0.00
2025-11-07,Credit Card,SUCCESS,6,1265719.67,0.00,1265719.67
2025-11-07,Debit Card,PENDING,1,184097.24,0.00,184097.24
2025-11-07,Debit Card,REFUNDED,3,1289998.82,1289998.82,0.00
2025-11-07,Debit Card,SUCCESS,4,1518609.70,0.00,1518609.70
2025-11-07,Net Banking,FAILED,1,275414.43,0.00,275414.43
2025-11-07,Net Banking,REFUNDED,4,441229.25,441229.25,0.00
2025-11-07,Net Banking,SUCCESS,5,1389708.25,0.00,1389708.25
2025-11-07,Upi,FAILED,1,400255.82,0.00,400255.82
2025-11-07,Upi,REFUNDED,2,447366.09,447366.09,0.00
2025-11-07,Upi,SUCCESS,8,2185277.14,0.00,2185277.14
2025-11-07,Wallet,PENDING,1,489407.03,0.00,489407.03
2025-11-07,Wallet,REFUNDED,2,200912.57,200912.57,0.00
2025-11-07,Wallet,SUCCESS,10,2586325.71,0.00,2586325.71
2025-11-08,Credit Card,FAILED,1,180475.83,0.00,180475.83
2025-11-08,Credit Card,PENDING,1,182968.70,0.00,182968.70
2025-11-08,Credit Card,REFUNDED,2,327357.56,327357.56,0.00
2025-11-08,Credit Card,SUCCESS,7,1894166.12,0.00,1894166.12
2025-11-08,Debit Card,FAILED,1,258262.83,0.00,258262.83
2025-11-08,Debit Card,REFUNDED,1,401702.48,401702.48,0.00
2025-11-08,Debit Card,SUCCESS,5,353670.09,0.00,353670.09
2025-11-08,Net Banking,FAILED,1,244770.54,0.00,244770.54
2025-11-08,Net Banking,REFUNDED,2,492077.32,492077.32,0.00
2025-11-08,Net Banking,SUCCESS,6,1845407.72,0.00,1845407.72
2025-11-08,Upi,SUCCESS,9,2738088.12,0.00,2738088.12
2025-11-08,Wallet,REFUNDED,1,245785.64,245785.64,0.00
2025-11-08,Wallet,SUCCESS,8,3008319.34,0.00,3008319.34
2025-11-09,Credit Card,REFUNDED,1,93368.85,93368.85,0.00
2025-11-09,Credit Card,SUCCESS,10,2328536.16,0.00,2328536.16
2025-11-09,Debit Card,FAILED,2,287696.93,0.00,287696.93
2025-11-09,Debit Card,REFUNDED,3,698144.38,698144.38,0.00
2025-11-09,Debit Card,SUCCESS,7,1400789.39,0.00,1400789.39
2025-11-09,Net Banking,PENDING,1,256629.03,0.00,256629.03
2025-11-09,Net Banking,REFUNDED,1,104252.00,104252.00,0.00
2025-11-09,Net Banking,SUCCESS,7,2099883.38,0.00,2099883.38
2025-11-09,Upi,PENDING,1,116155.81,0.00,116155.81
2025-11-09,Upi,REFUNDED,3,901061.16,901061.16,0.00
2025-11-09,Upi,SUCCESS,5,1568190.67,0.00,1568190.67
2025-11-09,Wallet,REFUNDED,1,205638.93,205638.93,0.00
2025-11-09,Wallet,SUCCESS,5,760767.13,0.00,760767.13
2025-11-10,Credit Card,FAILED,1,96081.63,0.00,96081.63
2025-11-10,Credit Card,PENDING,1,71491.19,0.00,71491.19
2025-11-10,Credit Card,REFUNDED,2,184461.26,184461.26,0.00
2025-11-10,Credit Card,SUCCESS,6,1549394.94,0.00,1549394.94
2025-11-10,Debit Card,FAILED,2,375356.78,0.00,375356.78
2025-11-10,Debit Card,SUCCESS,7,2551421.80,0.00,2551421.80
2025-11-10,Net Banking,REFUNDED,1,462137.86,462137.86,0.00
2025-11-10,Net Banking,SUCCESS,5,1061481.39,0.00,1061481.39
2025-11-10,Upi,FAILED,1,30762.42,0.00,30762.42
2025-11-10,Upi,SUCCESS,6,1428519.21,0.00,1428519.21
2025-11-10,Wallet,REFUNDED,4,1380052.93,1380052.93,0.00
2025-11-10,Wallet,SUCCESS,9,2000713.79,0.00,2000713.79
2025-11-11,Credit Card,FAILED,2,165020.89,0.00,165020.89
2025-11-11,Credit Card,REFUNDED,1,63910.26,63910.26,0.00
2025-11-11,Credit Card,SUCCESS,2,612071.85,0.00,612071.85
2025-11-11,Debit Card,SUCCESS,7,1341045.26,0.00,1341045.26
2025-11-11,Net Banking,FAILED,1,166907.20,0.00,166907.20
2025-11-11,Net Banking,PENDING,1,242663.59,0.00,242663.59
2025-11-11,Net Banking,REFUNDED,1,114634.68,114634.68,0.00
2025-11-11,Net Banking,SUCCESS,5,929598.72,0.00,929598.72
2025-11-11,Upi,FAILED,2,211705.82,0.00,211705.82
2025-11-11,Upi,PENDING,2,700456.54,0.00,700456.54
2025-11-11,Upi,REFUNDED,3,1521068.18,1521068.18,0.00
2025-11-11,Upi,SUCCESS,13,4091056.21,0.00,4091056.21
2025-11-11,Wallet,PENDING,1,282142.87,0.00,282142.87
2025-11-11,Wallet,REFUNDED,2,604027.49,604027.49,0.00
2025-11-11,Wallet,SUCCESS,5,1403213.23,0.00,1403213.23
2025-11-12,Credit Card,FAILED,1,137047.57,0.00,137047.57
2025-11-12,Credit Card,REFUNDED,1,341598.65,341598.65,0.00
2025-11-12,Credit Card,SUCCESS,6,1293844.63,0.00,1293844.63
2025-11-12,Debit Card,FAILED,1,70444.22,0.00,70444.22
2025-11-12,Debit Card,PENDING,1,211719.52,0.00,211719.52
2025-11-12,Debit Card,REFUNDED,2,875749.03,875749.03,0.00
2025-11-12,Debit Card,SUCCESS,14,4785752.96,0.00,4785752.96
2025-11-12,Net Banking,FAILED,4,808631.80,0.00,808631.80
2025-11-12,Net Banking,PENDING,1,229500.84,0.00,229500.84
2025-11-12,Net Banking,REFUNDED,4,1404984.81,1404984.81,0.00
2025-11-12,Net Banking,SUCCESS,4,1545738.42,0.00,1545738.42
2025-11-12,Upi,REFUNDED,1,655247.88,655247.88,0.00
2025-11-12,Upi,SUCCESS,9,1526286.88,0.00,1526286.88
2025-11-12,Wallet,FAILED,1,393086.44,0.00,393086.44
2025-11-12,Wallet,REFUNDED,1,593357.54,593357.54,0.00
2025-11-12,Wallet,SUCCESS,6,1246371.92,0.00,1246371.92
2025-11-13,Credit Card,FAILED,1,634327.63,0.00,634327.63
2025-11-13,Credit Card,REFUNDED,3,515904.48,515904.48,0.00
2025-11-13,Credit Card,SUCCESS,13,4173228.64,0.00,4173228.64
2025-11-13,Debit Card,FAILED,2,410083.97,0.00,410083.97
2025-11-13,Debit Card,PENDING,2,658382.55,0.00,658382.55
2025-11-13,Debit Card,SUCCESS,6,1876130.26,0.00,1876130.26
2025-11-13,Net Banking,FAILED,3,1159291.88,0.00,1159291.88
2025-11-13,Net Banking,PENDING,1,514100.20,0.00,514100.20
2025-11-13,Net Banking,SUCCESS,14,3985440.29,0.00,3985440.29
2025-11-13,Upi,PENDING,1,379520.93,0.00,379520.93
2025-11-13,Upi,REFUNDED,4,578330.31,578330.31,0.00
2025-11-13,Upi,SUCCESS,5,1167431.24,0.00,1167431.24
2025-11-13,Wallet,FAILED,2,455774.34,0.00,455774.34
2025-11-13,Wallet,REFUNDED,1,350001.45,350001.45,0.00
2025-11-13,Wallet,SUCCESS,7,2092577.31,0.00,2092577.31
2025-11-14,Credit Card,FAILED,2,549760.73,0.00,549760.73
2025-11-14,Credit Card,PENDING,1,471632.13,0.00,471632.13
2025-11-14,Credit Card,REFUNDED,1,15978.03,15978.03,0.00
2025-11-14,Credit Card,SUCCESS,4,968206.54,0.00,968206.54
2025-11-14,Debit Card,SUCCESS,7,1717722.15,0.00,1717722.15
2025-11-14,Net Banking,FAILED,1,84576.44,0.00,84576.44
2025-11-14,Net Banking,PENDING,1,373407.87,0.00,373407.87
2025-11-14,Net Banking,REFUNDED,3,1517076.45,1517076.45,0.00
2025-11-14,Net Banking,SUCCESS,3,869906.37,0.00,869906.37
2025-11-14,Upi,FAILED,1,129674.26,0.00,129674.26
2025-11-14,Upi,PENDING,1,293197.02,0.00,293197.02
2025-11-14,Upi,REFUNDED,1,98075.68,98075.68,0.00
2025-11-14,Upi,SUCCESS,14,3567294.05,0.00,3567294.05
2025-11-14,Wallet,SUCCESS,7,2406016.50,0.00,2406016.50
2025-11-15,Credit Card,FAILED,1,147426.41,0.00,147426.41
2025-11-15,Credit Card,PENDING,1,361646.78,0.00,361646.78
2025-11-15,Credit Card,REFUNDED,1,345323.95,345323.95,0.00
2025-11-15,Credit Card,SUCCESS,5,744485.31,0.00,744485.31
2025-11-15,Debit Card,FAILED,1,280035.73,0.00,280035.73
2025-11-15,Debit Card,REFUNDED,1,125496.78,125496.78,0.00
2025-11-15,Debit Card,SUCCESS,8,2124172.51,0.00,2124172.51
2025-11-15,Net Banking,FAILED,3,1190850.87,0.00,1190850.87
2025-11-15,Net Banking,PENDING,1,234941.99,0.00,234941.99
2025-11-15,Net Banking,REFUNDED,2,118603.31,118603.31,0.00
2025-11-15,Net Banking,SUCCESS,4,1329155.87,0.00,1329155.87
2025-11-15,Upi,FAILED,2,379339.01,0.00,379339.01
2025-11-15,Upi,REFUNDED,1,152618.29,152618.29,0.00
2025-11-15,Upi,SUCCESS,6,1772630.30,0.00,1772630.30
2025-11-15,Wallet,FAILED,1,453973.04,0.00,453973.04
2025-11-15,Wallet,REFUNDED,1,263988.71,263988.71,0.00
2025-11-15,Wallet,SUCCESS,3,658812.98,0.00,658812.98
2025-11-16,Credit Card,FAILED,2,804324.95,0.00,804324.95
2025-11-16,Credit Card,REFUNDED,2,305803.52,305803.52,0.00
2025-11-16,Credit Card,SUCCESS,8,1762111.55,0.00,1762111.55
2025-11-16,Debit Card,FAILED,1,306091.76,0.00,306091.76
2025-11-16,Debit Card,REFUNDED,1,383200.93,383200.93,0.00
2025-11-16,Debit Card,SUCCESS,7,2301846.73,0.00,2301846.73
2025-11-16,Net Banking,REFUNDED,4,975275.35,975275.35,0.00
2025-11-16,Net Banking,SUCCESS,7,2028009.44,0.00,2028009.44
2025-11-16,Upi,REFUNDED,1,352152.91,352152.91,0.00
2025-11-16,Upi,SUCCESS,12,2739053.15,0.00,2739053.15
2025-11-16,Wallet,SUCCESS,12,2935032.95,0.00,2935032.95
2025-11-17,Credit Card,FAILED,1,270607.06,0.00,270607.06
2025-11-17,Credit Card,REFUNDED,2,544731.56,544731.56,0.00
2025-11-17,Credit Card,SUCCESS,12,3670408.30,0.00,3670408.30
